,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Personnes en situation de malnutrition," 5,175   "," 1,204   "," 11,103   "," 2,583   "," 23,338   "," 5,430   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 14   , 700   , 17   , 863   , 28   ," 1,400   ",,,,,,,,,,
,,Salle de classe endommagée, 28   ," 1,400   ", 35   ," 1,765   ", 50   ," 2,500   ",,,,,,,,,,
,,Salle de classe décoiffée, 13   , 650   , 25   ," 1,267   ", 42   ," 2,100   ",,,,,,,,,,
,,Total EDUCATION , 55   ," 2,750   ", 78   ," 3,895   ", 120   ," 6,000   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 22,114   ",," 47,447   ",," 105,816   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 16   ," 28,747   ", 20   ," 35,454   ", 33   ," 57,493   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 33   ," 57,493   ", 41   ," 72,483   ", 59   ," 102,667   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 15   ," 26,693   ", 30   ," 52,018   ", 49   ," 86,240   ",,,,,,,,,,
,,Total SANTE , 65   ," 112,933   ", 91   ," 159,955   ", 141   ," 246,400   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 406   ," 20,316   ", 872   ," 43,590   "," 1,944   "," 97,212   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,8.82%," 11,986   ",13.94%," 25,718   ",21.10%," 57,355   ",,,,,,,,,,
,,Elévage,7.76%," 10,544   ",12.26%," 22,623   ",18.56%," 50,453   ",,,,,,,,,,
,,Pêche,2.54%," 3,454   ",4.02%," 7,410   ",6.08%," 16,526   ",,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),9.85%," 13,388   ",15.57%," 28,725   ",23.57%," 64,063   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,FITOVINANY,,,,,,,,"Descriptions : 
(1) CORRIDOR : PRODUITS FORESTIERS, BANANES (ZONE 18)
Située au centre-est du Pays, la zone est caractérisée par de hautes terres et des falaises. Elle est traversée par plusieurs fleuves. La végétation est constituée par une forêt naturelle et une savane. La zone regorge de ressources minières (corindon, or), des produits halieutiques (anguille, écrevisse) et de produits forestiers (miel, bois de chauffe, bois de service, plantes médicinales, etc.). Le sol est de type latéritique et argileux. La pluviométrie annuelle varie entre 1000 et 2000 mm, avec une saison de pluies se situant surtout entre novembre à mai. Bien que les conditions climatiques soient favorables à une agriculture intensive, la petitesse de terres exploitables et l’état d’enclavement en limitent les possibilités.

(2) SUD-EST : CAFE, LETCHI, MANIOC (ZONE 19)
La zone couvre la frange littorale sud-est de Madagascar et des montagnes à forte pente. La zone est aussi traversée par plusieurs fleuves. Les sols sont de types ferralitiques, ferrugineux, sableux et hydromorphes. La zone est riche en ressources halieutiques, bois précieux et ressources minières (or, pierre précieuse, ilménite). La pluviométrie varie de 1700 à 3500 mm par an avec une hygrométrie de 80 pour cent entre novembre et mars, saison pendant la quelle les routes sont impraticables. ",,,,,,
,,,,"Ikongo, Manakara, Vohipeno",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, FTT ,, CTI ,, CT ,,,,,Nombre de population,,," 830,530   ",,,
,,Nom, CHEDZA ,, CTI BATSIRAI (27 Janvier - 08 Février 2022) ,, CT EMNATI (16 au 26 Février 2022) ,,,,,Nombre de district,,, 3   ,,,
,,Année, 2014-2015 ,, 2021-2022 ,, 2021-2022 ,,,,,Nombre de Commune,,, 86   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,, 664   ,,,
,,Rafales,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 275,932   ",33.22%," 308,169   ",37.11%," 399,721   ",48.13%,,,,Taille de ménage,,,, 4.8   ,,
,,Menages exposés," 57,888   ",," 64,651   ",," 83,857   ",,,,,Population 5-17 ans scolarisable ,,,,36.00%,,
,,Commune exposée, 40   ,45.93%, 42   ,48.26%, 45   ,52.33%,,,,Enfant moins de 5 ans,,,,15.70%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,8.00%,,
,,Personnes affectées," 105,625   ",12.72%," 161,623   ",19.46%," 269,625   ",32.46%,,,,Femmes enceintes et allaitantes,,,,9.58%,,
,,Personnes sinistrées," 36,950   ",4.45%," 51,444   ",6.19%," 80,888   ",9.74%,,,,Personnes agées + 60 ans,,,,3.50%,,
,,Menages sinistrées," 7,752   ",," 10,793   ",," 16,969   ",,,,,,,,,,,
,,Déplacement préventive (pers)," 2,943   ",," 4,097   ",," 6,442   ",,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop)," 14,714   ",1.77%," 20,486   ",2.47%," 32,211   ",3.88%,,,, ZME , MG19 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 40   ,45.93%, 42   ,48.26%, 45   ,52.33%,,,,Très pauvres,36.00%," - Inondation (zones proches de rivières)/ Janv-Fev
 - Eboulement (Déc-Sept)",,CORRIDOR (MG18),,
,,Nombre FKT affectés, 209   ,31.48%, 232   ,34.94%, 321   ,48.27%,,,,Pauvre,31.00%,,,,,
,,,,,,,,,,,,Moyens,22.00%," - Cyclone (littoral) (Décembre-avril)
 - Inondation (zones riveraines)/ Jan-février
- Sécheresse (Juillet-novembre, 1/2-3 ans)",,Sud-Est (MG19),,
,,,,,,,,,,,,Riches,11.00%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite," 1,920   ",," 2,666   ",," 4,188   ",,,,,2014-2015, FTT , CHEDZA ,," 57,713   ",,
,,Case d'habitation innondée ," 1,692   ",," 2,349   ",," 3,689   ",,,,,2014-2015, ZCIT , ZCIT 1  ,, 690   ,,
,,Case d'habitation endommagés/ décoiffés," 4,178   ",," 5,802   ",," 9,113   ",,,,,2016-2017, CT , ENAWO ,," 11,600   ",,
,,TOTAL," 7,790   ",," 10,817   ",," 16,990   ",,,,,2017-2018, CT , AVA ,," 28,060   ",,
,,Ménages sans-abris (15 jours et +)," 3,612   ",," 5,015   ",," 7,877   ",,,,,2017-2018, FTT , ELIAKIM ,," 50,872   ",,
,,Personnes sans-abris  (15 jours et +)," 17,215   ",," 23,905   ",," 37,546   ",,,,,2018-2019, FTT , EKETSANG ,," 2,120   ",,
,,,,,,,,,,,,2021-2022, CT , CT EMNATI (16 au 26 Février 2022) ,," 202,318   ",,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,," 186,322   ",,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,2021-2022, ZCIT , ZCIT/Forte pluie du 17 Janvier 2022/TTM ANA ,," 133,914   ",,
,,,,,,,,,,,,2022-2023, FTT , FTT  CHENESO du 17 Janvier 2023 ,," 3,483   ",,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,,,,,,,
,,Enfant moins de 5 ans," 5,801   "," 2,310   "," 8,077   "," 3,216   "," 12,699   "," 5,057   ",,,,,,,,,,
,,Handicap," 2,956   "," 1,177   "," 4,116   "," 1,639   "," 6,471   "," 2,577   ",,,,,,,,,,
,,FEFA," 3,540   "," 1,410   "," 4,929   "," 1,963   "," 7,749   "," 3,086   ",,,,,,,,,,
,,Agées + 60 ans," 1,293   ", 515   ," 1,801   ", 717   ," 2,831   "," 1,127   ",,,,,,,,,,
,,TOTAL," 13,590   "," 5,412   "," 18,921   "," 7,535   "," 29,751   "," 11,847   ",,,,,,,,,,
,,Personnes en situation de malnutrition," 9,341   "," 3,720   "," 13,005   "," 5,179   "," 20,449   "," 8,143   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 9   , 450   , 56   ," 2,808   ", 289   ," 14,450   ",,,,,,,,,,
,,Salle de classe endommagée, 17   , 850   , 48   ," 2,393   ", 86   ," 4,300   ",,,,,,,,,,
,,Salle de classe décoiffée, 25   ," 1,250   ", 74   ," 3,693   ", 231   ," 11,550   ",,,,,,,,,,
,,Total EDUCATION , 51   ," 2,550   ", 178   ," 8,895   ", 606   ," 30,300   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 38,025   ",," 58,184   ",," 97,065   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 1   ," 2,171   ", 6   ," 13,549   ", 29   ," 69,716   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 2   ," 4,101   ", 5   ," 11,547   ", 9   ," 20,746   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 3   ," 6,031   ", 7   ," 17,819   ", 23   ," 55,725   ",,,,,,,,,,
,,Total SANTE , 5   ," 12,303   ", 18   ," 42,915   ", 61   ," 146,187   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 443   ," 22,159   ", 678   ," 33,907   "," 1,131   "," 56,565   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,35.14%," 20,342   ",48.15%," 31,126   ",78.14%," 65,527   ",,,,,,,,,,
,,Elévage,31.89%," 18,459   ",43.69%," 28,244   ",70.91%," 59,459   ",,,,,,,,,,
,,Pêche,7.81%," 4,520   ",10.70%," 6,917   ",17.36%," 14,561   ",,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),35.98%," 20,830   ",49.30%," 31,872   ",80.01%," 67,097   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,HAUTE MATSIATRA,,,,,,,,"Descriptions : 
HAUTES-TERRES SUD : CULTURES VIVRIERES, ARTISANAT, CULTURES MARAICHERES (ZONE 17)
La zone 17 est aussi une zone d’altitude avec un grand nombre de montagnes séparées par des bas-fonds étroits aménagés, surplombées de rizières en terrasses. La zone est aussi parcourue par des fleuves et des rivières. Le couvert forestier comprend, tout comme pour la zone 14, des plantations d’eucalyptus destinée à la production de charbon et de bois d’œuvre, des steppes, des savanes et les vestiges de la forêt naturelle dans le « corridor » de la frange orientale. La zone enregistre1300 à 1600 mm de pluies par an principalement entre novembre et avril. Ses sols sont moyennement fertiles. La densité de population est variable selon les sous-zones mais elle est généralement très élevée (100 à 250 habitants/km2).",,,,,,
,,,,"Ambalavao, Ambohimahasoa, Fianarantsoa, Ikalamavony, Isandra, Lalanginna, Vohibato",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, CT ,, CT ,, CTI ,,,,,Nombre de population,,," 1,607,965   ",,,
,,Nom, AVA ,, CT EMNATI (16 au 26 Février 2022) ,, CTI BATSIRAI (27 Janvier - 08 Février 2022) ,,,,,Nombre de district,,, 7   ,,,
,,Année, 2017-2018 ,, 2021-2022 ,, 2021-2022 ,,,,,Nombre de Commune,,, 97   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,, 826   ,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 183,821   ",11.43%," 186,213   ",11.58%," 204,510   ",12.72%,,,,Taille de ménage,,,, 4.9   ,,
,,Menages exposés," 37,515   ",," 38,003   ",," 41,737   ",,,,,Population 5-17 ans scolarisable ,,,,36.10%,,
,,Commune exposée, 10   ,10.31%, 10   ,10.31%, 17   ,17.01%,,,,Enfant moins de 5 ans,,,,13.40%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,4.00%,,
,,Personnes affectées," 10,654   ",0.66%," 11,560   ",0.72%," 14,119   ",0.88%,,,,Femmes enceintes et allaitantes,,,,8.74%,,
,,Personnes sinistrées," 3,391   ",0.21%," 3,679   ",0.23%," 4,236   ",0.26%,,,,Personnes agées + 60 ans,,,,4.80%,,
,,Menages sinistrées, 692   ,, 751   ,, 864   ,,,,,,,,,,,
,,Déplacement préventive (pers), 154   ,, 167   ,, 193   ,,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop), 771   ,0.05%, 837   ,0.05%, 963   ,0.06%,,,, ZME , MG17 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 10   ,10.31%, 10   ,10.31%, 17   ,17.01%,,,,Très pauvres,36.00%," - Inondations, cyclones (Décembre-Février)
 - Maladies, ravageurs de cultures, élevages (Déc-fév, Juillet)
 - Vol (bétail, récolte sur pied)/ (Janvier-décembre)
 - Feux de brousse (Août-octobre)",,,,
,,Nombre FKT affectés, 39   ,4.66%, 42   ,5.02%, 62   ,7.51%,,,,Pauvre,31.00%,,,,,
,,,,,,,,,,,,Moyens,22.00%,,,,,
,,,,,,,,,,,,Riches,11.00%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite, 278   ,, 305   ,, 368   ,,,,,2014-2015, FTT , CHEDZA ,, 244   ,,
,,Case d'habitation innondée , 265   ,, 290   ,, 350   ,,,,,2017-2018, CT , AVA ,," 1,060   ",,
,,Case d'habitation endommagés/ décoiffés, 144   ,, 158   ,, 191   ,,,,,2021-2022, CT , CT EMNATI (16 au 26 Février 2022) ,," 4,263   ",,
,,TOTAL, 687   ,, 754   ,, 909   ,,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,," 6,848   ",,
,,Ménages sans-abris (15 jours et +), 543   ,, 596   ,, 718   ,,,,,,,,,,,
,,Personnes sans-abris  (15 jours et +)," 2,660   ",," 2,919   ",," 3,519   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,,,,,,,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,,,,,,,
,,Enfant moins de 5 ans, 454   , 103   , 493   , 112   , 568   , 129   ,,,,,,,,,,
,,Handicap, 136   , 31   , 147   , 33   , 169   , 39   ,,,,,,,,,,
,,FEFA, 296   , 67   , 322   , 73   , 370   , 84   ,,,,,,,,,,
,,Agées + 60 ans, 163   , 37   , 177   , 40   , 203   , 46   ,,,,,,,,,,
,,TOTAL," 1,049   ", 239   ," 1,138   ", 259   ," 1,311   ", 298   ,,,,,,,,,,
,,Personnes en situation de malnutrition, 751   , 171   , 815   , 185   , 938   , 213   ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 19   , 950   , 43   ," 2,146   ", 87   ," 4,350   ",,,,,,,,,,
,,Salle de classe endommagée, 32   ," 1,600   ", 48   ," 2,379   ", 72   ," 3,600   ",,,,,,,,,,
,,Salle de classe décoiffée, 34   ," 1,700   ", 102   ," 5,096   ", 159   ," 7,950   ",,,,,,,,,,
,,Total EDUCATION , 85   ," 4,250   ", 192   ," 9,621   ", 318   ," 15,900   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 3,846   ",," 4,173   ",," 5,097   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 5   ," 13,169   ", 12   ," 29,746   ", 25   ," 60,300   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 9   ," 22,179   ", 13   ," 32,980   ", 20   ," 49,903   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 10   ," 23,565   ", 29   ," 70,639   ", 45   ," 110,203   ",,,,,,,,,,
,,Total SANTE , 24   ," 58,914   ", 54   ," 133,364   ", 90   ," 220,406   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 43   ," 2,174   ", 47   ," 2,359   ", 58   ," 2,882   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,4.87%," 1,826   ",5.21%," 1,982   ",5.80%," 2,420   ",,,,,,,,,,
,,Elévage,4.54%," 1,705   ",4.87%," 1,850   ",5.41%," 2,259   ",,,,,,,,,,
,,Pêche,1.08%, 404   ,1.15%, 439   ,1.28%, 536   ,,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),5.07%," 1,900   ",5.43%," 2,062   ",6.03%," 2,518   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,IHOROMBE,,,,,,,,"Descriptions : 
PLATEAU BARA : BOVIDES, MANIOC (ZONE 21)
Située au sud-centre du pays, cette zone est caractérisée par des savanes herbeuses (Hyparrhenia rufa et Heteropogon et « Danga »), des steppes et de la forêt. Elle comprend aussi une zone fluviale à dominance de plaines favorables à la riziculture et aux cultures vivrières telles que l’arachide. Les sols sont surtout ferralitiques et sont modérément fertiles. La pluviométrie moyenne est de 500 à 600 mm/an. La saison pluvieuse s’étale de décembre à avril et une saison sèche de mai à novembre. La température varie entre un minimum de 15°C et un maximum 30°C. La densité de la zone est de 15 habitants/km2.",,,,,,
,,,,"Iakora, Ihosy, Ivohibe",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, FTT ,, CTI ,, CT ,,,,,Nombre de population,,," 491,265   ",,,
,,Nom, CHEDZA ,, CTI BATSIRAI (27 Janvier - 08 Février 2022) ,, CT EMNATI (16 au 26 Février 2022) ,,,,,Nombre de district,,, 3   ,,,
,,Année, 2014-2015 ,, 2021-2022 ,, 2021-2022 ,,,,,Nombre de Commune,,, 40   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,, 293   ,,,
,,Rafales,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 19,880   ",4.05%," 39,211   ",7.98%," 39,211   ",7.98%,,,,Taille de ménage,,,, 4.6   ,,
,,Menages exposés," 4,322   ",," 8,524   ",," 8,524   ",,,,,Population 5-17 ans scolarisable ,,,,35.90%,,
,,Commune exposée, 2   ,3.75%, 5   ,11.25%, 6   ,13.75%,,,,Enfant moins de 5 ans,,,,16.30%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,4.00%,,
,,Personnes affectées," 1,622   ",0.33%," 3,873   ",0.79%," 4,686   ",0.95%,,,,Femmes enceintes et allaitantes,,,,9.69%,,
,,Personnes sinistrées, 516   ,0.11%," 1,233   ",0.25%," 1,406   ",0.29%,,,,Personnes agées + 60 ans,,,,3.20%,,
,,Menages sinistrées, 112   ,, 268   ,, 306   ,,,,,,,,,,,
,,Déplacement préventive (pers), 49   ,, 116   ,, 133   ,,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop), 244   ,0.05%, 582   ,0.12%, 664   ,0.14%,,,, ZME , MG21 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 2   ,3.75%, 5   ,11.25%, 6   ,13.75%,,,,Très pauvres,31.83%," - Vols de bœuf (malaso)
 - Sécheresse (Octobre-décembre, 1/3-5 ans)
 - Maladies des cultures (Décembre-avril)",,,,
,,Nombre FKT affectés, 3   ,1.02%, 17   ,5.80%, 20   ,6.66%,,,,Pauvre,32.94%,,,,,
,,,,,,,,,,,,Moyens,23.29%,,,,,
,,,,,,,,,,,,Riches,10.86%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite, 43   ,, 105   ,, 120   ,,,,,2014-2015, FTT , CHEDZA ,, 287   ,,
,,Case d'habitation innondée , 22   ,, 53   ,, 60   ,,,,,2016-2017, CT , ENAWO ,, 63   ,,
,,Case d'habitation endommagés/ décoiffés, 47   ,, 114   ,, 131   ,,,,,2021-2022, CT , CT EMNATI (16 au 26 Février 2022) ,," 7,847   ",,
,,TOTAL, 113   ,, 272   ,, 311   ,,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,," 5,730   ",,
,,Ménages sans-abris (15 jours et +), 65   ,, 157   ,, 180   ,,,,,,,,,,,
,,Personnes sans-abris  (15 jours et +), 300   ,, 723   ,, 827   ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,,,,,,,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,,,,,,,
,,Enfant moins de 5 ans, 84   , 40   , 201   , 95   , 229   , 108   ,,,,,,,,,,
,,Handicap, 21   , 10   , 49   , 23   , 56   , 27   ,,,,,,,,,,
,,FEFA, 50   , 24   , 119   , 56   , 136   , 64   ,,,,,,,,,,
,,Agées + 60 ans, 17   , 8   , 39   , 19   , 45   , 21   ,,,,,,,,,,
,,TOTAL, 171   , 81   , 409   , 193   , 466   , 220   ,,,,,,,,,,
